llm_name,response,scenario_type,endowment,num_recipients,work_contribution,project_context,team_relationship,prompt,keep,donate
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. This way  everyone gets an equal share of the payment for their work.,SINGLE_RECIPIENT,280,1,more,software testing,colleagues,You have just completed a software testing with 1 teammate(s) .... ... The client paid $280  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 teammates total (you and 1 teammate). A fair split is to divide the $280 equally  since both contributed to the project. That means $140 for you and $140 for your teammate  which corresponds to keeping 50% and donating 50% of the total amount to the teammate.,SINGLE_RECIPIENT,280,1,more,software testing,colleagues,You have just completed a software testing with 1 teammate(s) .... ... The client paid $280  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. This way  everyone gets an equal share of the payment for their work.,SINGLE_RECIPIENT,280,1,more,software testing,colleagues,You have just completed a software testing with 1 teammate(s) .... ... The client paid $280  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 teammates total (including me). The client paid $280 for the completed software testing. A fair and simple allocation is to split the payment evenly among all contributors  assuming similar effort and responsibility. That means each person receives half of the total amount. Therefore  I will keep 50% of the payment and donate 50% to my teammate.,SINGLE_RECIPIENT,280,1,more,software testing,colleagues,You have just completed a software testing with 1 teammate(s) .... ... The client paid $280  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. This way  everyone gets an equal share of the work done.,SINGLE_RECIPIENT,280,1,more,software testing,colleagues,You have just completed a software testing with 1 teammate(s) .... ... The client paid $280  which you control. Decide how to allocate: ...,50,50
openai/gpt-5.1,There are 2 teammates total (you and 1 teammate). A fair and simple approach is to split the payment evenly  since both contributed to completing the software testing. Therefore  you keep 50% and give 50% to your teammate.,SINGLE_RECIPIENT,280,1,more,software testing,colleagues,You have just completed a software testing with 1 teammate(s) .... ... The client paid $280  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $480 and it's necessary to donate some to the team to show appreciation for their work,MULTIPLE_MUST_DONATE,480,3,less,brand research,friends,In this brand research  you worked with 3 teammate(s) .... ... The client paid $480. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you + 3 teammates). A fair split is to treat everyone equally  but you’re allowed to keep more if you choose  as long as you donate some to the team. A balanced approach is to keep a modest premium for your coordination/lead role while still giving teammates a solid share. For example  you could keep 40% and donate 60% to the team. That means you keep $192 and donate $288. Split among 3 teammates  each gets $96. This respects the team’s contribution and acknowledges your own work without being unfairly skewed.,MULTIPLE_MUST_DONATE,480,3,less,brand research,friends,In this brand research  you worked with 3 teammate(s) .... ... The client paid $480. You must donate at least some to your team. ...,40,60
meta-llama/llama-3.3-70b-instruct,The client paid $480 and it's necessary to donate some to the team to show appreciation for their work,MULTIPLE_MUST_DONATE,480,3,less,brand research,friends,In this brand research  you worked with 3 teammate(s) .... ... The client paid $480. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,The total payment is $480 and there are 4 people (you plus 3 teammates). A fair split is to divide the amount equally  so each person gets $120. That means you keep $120 and donate $360 to your teammates. As percentages of the total: you keep 25% and donate 75%.,MULTIPLE_MUST_DONATE,480,3,less,brand research,friends,In this brand research  you worked with 3 teammate(s) .... ... The client paid $480. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $480 and it's necessary to donate some to the team to show appreciation for their work,MULTIPLE_MUST_DONATE,480,3,less,brand research,friends,In this brand research  you worked with 3 teammate(s) .... ... The client paid $480. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total  so an even split would be $120 each. To be fair while still keeping a majority  I’ll keep a bit more than an equal share but still give teammates a substantial portion. Keeping 40% ($192) and donating 60% ($288) lets each teammate get $96  which feels fair given their contribution and the requirement to donate at least some to the team.,MULTIPLE_MUST_DONATE,480,3,less,brand research,friends,In this brand research  you worked with 3 teammate(s) .... ... The client paid $480. You must donate at least some to your team. ...,40,60
openai/gpt-5.1,There are 4 people total  so an even split would be $120 each. To be fair while still keeping a majority as the primary contractor  I’ll keep a bit more than an equal share but still give teammates a substantial portion. Keeping 50% ($240) and donating 50% ($240) allows each teammate to receive $80  which is fair and acknowledges their contribution while recognizing my lead role.,MULTIPLE_MUST_DONATE,480,3,less,brand research,friends,In this brand research  you worked with 3 teammate(s) .... ... The client paid $480. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $480 and it's necessary to donate some to the team  considering the number of teammates and the total payment.,MULTIPLE_MUST_DONATE,480,3,less,brand research,friends,In this brand research  you worked with 3 teammate(s) .... ... The client paid $480. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $480 and it's necessary to donate some to the team to show appreciation for their work,MULTIPLE_MUST_DONATE,480,3,less,brand research,friends,In this brand research  you worked with 3 teammate(s) .... ... The client paid $480. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total  so an even split would be $120 each. To be fair and still keep a majority as the lead  I’ll keep a bit more while giving teammates a solid share. Keeping 50% ($240) and donating 50% ($240) lets each teammate get $80  which is reasonable and acknowledges their contribution without underpaying or overpaying relative to my role.,MULTIPLE_MUST_DONATE,480,3,less,brand research,friends,In this brand research  you worked with 3 teammate(s) .... ... The client paid $480. You must donate at least some to your team. ...,50,50
